DOI,Journal_Book,Title,Year,Authors,Experimental_Study,N,Topic,Topic_medium,Topic_Family,Stimulus,Stimulus_medium,Stimulus_Family,Framing,Output,Output_medium,Output_Family,Method,Emotion,Emotion_Coarse,Emotion_Role,Key_Findings
https://doi.org/10.1177/0963662506071282,Public Understanding of Science,Framing effects on risk perception of nanotechnology,2008,Schütz & Wiedermann,Yes,194,Nanotechnology,Techniques,Technology,General_Text,Other_Text,Text,issue framing/context framing,Perceived_risk,Judgment,Epistemic,probability of risk scenarios,None,None,N/A,(1) different types of benefit framing does not affect risk perception
https://doi.org/10.1177/0963662520987806,Public Understanding of Science,Naming is framing: The framing effect of technology name on public attitude toward automated vehicles,2021,Liu et al.,Yes,908,Automated_vehicles,Machines_and_Tools,Technology,General_Text,Other_Text,Text,automated/driverless,"Perceived_benefit,Intention_to_act","Judgment,Doing","Epistemic,Behavioral",Questionnaire,None,None,N/A,(1) Technology naming influence behavioral intention through cognitive and affective responses
https://doi.org/10.1177/0963662520945136,Public Understanding of Science,Transformation of the media landscape: Infotainment versus expository narrations for communicating science in online videos,2020,Davis et al.,Yes,870,Climate_Change,Climate,Environment,Video,Video_and_TV,Image,expository/infotainment,"Perceived_credibility,Perceived_likability","Judgment,Liking","Epistemic,Attitudinal",Questionnaire,None,None,N/A,"(1) expository narration is liked and believed more than infotainment. However,viewers without university hbackground prefer infotainment."
https://doi.org/10.1177/0963662520963365,Public Understanding of Science,"Knowledge,(mis-)conceptions,risk perception,and behavior change during pandemics: A scoping review of 149 studies",2020,Majid et al.,"No,Review",149,General_Health,Other_Health,Health,None,Other_Other,Other,None,"Perceived_risk,Behavioral_change","Judgment,Doing","Epistemic,Behavioral",Literature review,None,None,N/A,(?)
https://doi.org/10.1177/0963662520966165,Public Understanding of Science,"The spread of fake science: Lexical concreteness,proximity,misinformation sharing,and the moderating role of subjective knowledge",2020,Kirkpatrick,Yes,358,"Climate_Change,COVID","Climate,Disease","Environment,Health",News_Quote,Other_Text,Text,None,Perceived_threat,Belief,Epistemic,Questionnaire,None,None,Input,(1) concrete misinformation prime psychological proximity which increases threat perception
https://doi.org/10.1177/0963662507087304,Public Understanding of Science,Religiosity as a perceptual filter: examining processes of opinion formation about nanotechnology,2009,Brossard et al.,Yes,706,Nanotechnology,Techniques,Technology,Natural_Variables,Natural_Variables,Other,None,Policy_support,supporting,Attitudinal,"perception of risk questionnaire,Questionnaire",None,None,N/A,"(1) risk and benefit perceptions drive public support for funding tech,not levels of knowledge
(2) rekuguiys belief indirectly affect levels of support"
https://doi.org/10.1177/0963662511430577,Public Understanding of Science,The role of scientific knowledge in shaping public attitudes to GM technologies,2012,Mielby et al.,Yes,2000,GMO,Techniques,Technology,"Science_Questions,Open_Questions","Other_Text,Other_Text","Text,Text",None,Understanding,Thinking,Epistemic,understanding questionnaire,None,None,N/A,(1) knowledge increases likelihood of differentiated opinions
https://doi.org/10.1177/0963662513476405,Public Understanding of Science,Public participation processes related to nuclear research installations: What are the driving factors behind participation intention?,2013,Turcanu & Perko,Yes,1020,Nuclear_Research,Techniques,Technology,Natural_Variables,Natural_Variables,Other,None,Engagement,Doing,Behavioral,"attitude questionnaire,participation questionnaire",None,None,N/A,(1) Moral norms and attitudes towards participation are strongest predictor of participation intention
https://doi.org/10.1177/0963662506064240,Public Understanding of Science,Investigating public science interest and understanding: evidence for the importance of free-choice learning,2007,Falk et al.,Yes,877,General_Science,Natural_Science,Other,Natural_Variables,Natural_Variables,Other,None,Perceived_understanding,Judgment,Epistemic,Telephone interview,None,None,N/A,"(1) Science information comes from many different places,including leisure time and free-choice learning"
https://doi.org/10.1177/0963662520915359,Public Understanding of Science,Scientists as comedians: The effects of humor on perceptions of scientists and scientific messages,2020,Yeo et al.,Yes,110,General_Science,Natural_Science,Other,Video,Video_and_TV,Image,None,Perceived_credibility,Judgment,Epistemic,"perceived likeability,perceived expertise,",Mirth,Joy,Input,(1) respondents who perceive more humor had more positive views about comedy as source of scientific information
https://doi.org/10.25384/sage.c.5039987.v1,Science Communication,Emotion and the Psychological Distance of Climate Change,2019,Chu & Yang,Yes,429,Climate_Change,Climate,Environment,News_Article,Articles,Text,close/distant,Policy_support,supporting,Attitudinal,"perceived distance questionnaire,emotion indicator slide","Anger,Fear,Sadness,Guilt,Hope,Shame,Anxiety","Anger,Fear,Sadness,Sadness,Joy,Sadness,Fear",Input,"(1) Reduced psychological distance leads to increase in emotions such as anger,fear,sadness,and guilt
(2) Increased psychological distance leads to increase in abstract emotion,such as hope
(3) anger,anxiety and hope had more impact on mitigation action and policy support than fear,guilt,and shame"
https://doi.org/10.1177/1075547015617941,Science Communication,Using Political Efficacy Messages to Increase Climate Activism: The Mediating Role of Emotions,2015,Feldman & Hart,Yes,425,Climate_Change,Climate,Environment,News_Article,Articles,Text,None,Intention_to_act,Doing,Behavioral,"intention to participate questionnaire,emotions questionnaire",None,None,N/A,"(1) Exposure to efficacy information influence hope and fear,but not anger
(2) effects vary by political idealogy
(3) exposure to efficacy information increases participation via hope"
https://doi.org/10.1177/1075547017718553,Science Communication,Effects of Goal Framing and Emotions on Perceived Threat and Willingness to Sacrifice for Climate Change,2017,Bilandzic et al.,Yes,247,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,gain/loss,"Perceived_threat,Willingness_to_sacrifice","Belief,Doing","Epistemic,Behavioral","perceived threat questionnaire,willingness to sacrifice questionnaire","Guilt,Fear,Hope","Sadness,Fear,Joy",Input,"(1) Gain-negative frames increase perceived threat and willingness to sacrifice
(2) Loss frames increase perceived threat and willingness to sacrifice mediated by guilt and fear
(3) gain-positive frame increase perceived threat and willingness to sacrifice through hope"
https://doi.org/10.1007/s10584-012-0513-6,Climate Change,A public health frame arouses hopeful emotions about Climate Change,2012,Myers et al.,Yes,1127,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,environhment/national security/health,Affective_response,Feeling,Affective,emotion response,"Hope,Anger","Joy,Anger",Output,"(1) Public health focus ilicit most emotional reaction and support for CC mitigation
(2) National security frame may elicit anger"
https://doi.org/10.1016/j.gloenvcha.2011.06.004,Global Environmental Change,"Message framing influences perceived Climate Change competence,engagement,and behavioral intentions",2011,Gifford & Comeau,Yes,1038,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,motivation/sacrifice,Intention_to_act,Doing,Behavioral,"perceived competence,engagement questionnaire,behavior intentions questionnaire",None,None,N/A,(1) Motivational framing works better than sacrifice framing to increase engagement
https://doi.org/10.1016/j.jarmac.2021.10.002,Journal of Applied Research in Memory and Cognition,When Fairness is Flawed: Effects of False Balance Reporting and Weight-of-Evidence Statements on Beliefs and Perceptions of Climate Change,2021,Imundo & Rapp,Yes,552,Climate_Change,Climate,Environment,"Fictional_Interview,Fictional_Interview","Other_Text,Other_Text","Text,Text",None,Perceived_competence,Judgment,Epistemic,"perceived expertise,global warming belief scale",None,None,N/A,"(1) Contrarian claims make issues seem more contentious,reduce perceived competence
(2) statements about broader consensus can improve perception"
https://doi.org/10.22323/2.20070208,JCOM,"Understanding the relationship between sharing personal anecdotes,warmth,curiosity,risk perception and mitigation in communicating the threat of Climate Change",2021,Maktoufi,Yes,36,Wildlife,Animals,Environment,Photographs,Pictures,Image,None,Perceived_likability,Liking,Attitudinal,Q-method,None,None,N/A,"(1) Anecdotes don't affect curiosity or risk perception
(2) There is positive relationship between curiosity and risk perception and between trust in scientists and risk perception."
https://doi.org/10.22323/2.20070205,JCOM,Uniquely disgusting? Physiological disgust and attitudes toward GM food and other food and health technologies,2021,Chinn & Hasell,Yes,73,GMO,Techniques,Technology,Photographs,Pictures,Image,None,"Perceived_risk,Policy_support","Judgment,supporting","Epistemic,Attitudinal","heart rate sensors,risk perception questionnaire",None,None,N/A,"(1) Disgust drives skepticism towards GM food,but not other food and health technologies"
https://doi.org/10.22323/2.20050208,JCOM,Co-benefits associated with public support for climate-friendly COVID-19 recovery policies and political activism,2021,Thaker & FLoyd,Yes,1040,COVID,Disease,Health,Natural_Variables,Natural_Variables,Other,None,"Policy_support,Intention_to_act","supporting,Doing","Attitudinal,Behavioral","co-benefit questionnaire,policy support questionnaire,intention to engage questionnaire",None,None,N/A,"(1) perceptions of co-benefits of actions to address Climate Change and infectious disease is associated with policy support and engagement
(2) Effect mediated through perceived efficacy"
https://doi.org/10.1080/10410236.2014.916777,Health Communications,"Toward a theory of persuasive hope: effects of cognitive appraisals,hope appeals,and hope in the context of Climate Change",2014,Chadwick,Yes,245,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,None,"Persuasion,Intention_to_act","Belief,Doing","Epistemic,Behavioral","behavioral intention questionnaire,perceived efficacy,perceived hope",Hope,Joy,N/A,(1) hope appeals is persuasive and motivates behavior
https://doi.org/10.1016/J.GLOENVCHA.2018.09.013,Global Environmental Change,Taking Climate Change here and now – mitigating ideological polarization with psychological distance,2018,Chu & Yang,Yes,1086,Climate_Change,Climate,Environment,Video,Video_and_TV,Image,proximal/distant,"Policy_support,Perceived_risk","supporting,Judgment","Attitudinal,Epistemic","risk perception questionnaire,questionnaire",None,None,N/A,"(1) Ideological polarization in CC perception is reduced when presented with closeness frames contra distant framing. However,cultural worldwiev and environmental value still had consistent influence regardless of framing"
https://doi.org/10.1016/j.jenvp.2009.11.010,Journal of Environmental Psychology,Collective guilt mediates the effect of beliefs about global warming on willingness to engage in mitigation behavior,2010,Ferguson & Branscombe,Yes,79,Climate_Change,Climate,Environment,In-person_Text_Survey,In-person,Other,None,Willingness_to_engage,Doing,Behavioral,collective guilt questionnaire,Guilt,Sadness,Input,(1) Collective guilt mediates willingness to engage in mitigating behaviour
https://doi.org/10.1037/0022-3514.79.5.701,Journal of Personality and Social Psychology,The Role of Transportation in the Persuasiveness of Public Narrative,2000,Green & Brock,Yes,274,General_Science,Natural_Science,Other,General_Text,Other_Text,Text,fiction/non-fiction,Recollection,Thinking,Epistemic,"recall test,transportation questionnaire",None,None,N/A,(1) Transportation (absorption into a story) leads to more story-consistent beliefs and evaluations
https://doi.org/10.1086/678300,Journal of Consumer Research,Emotions Shape Decisions through Construal Level: The Case of Guilt and Shame,2014,Han et al.,Yes,171,None,None,None,Verbal_Instructions,In-person,Other,None,"Intention_to_act,Observed_behavior","Doing,Doing","Behavioral,Behavioral","intention to participate questionnaire,observed choice of MP3","Guilt,Shame","Sadness,Sadness",Input,(1) Guilt and shame affect differently
https://doi.org/10.1111/risa.12601,Risk Analysis,The Future is Now: Reducing Psychological Distance to Increase Public Engagement with Climate Change,2016,Jones et al.,Yes,333,Climate_Change,Climate,Environment,Video,Video_and_TV,Image,proximal/distal framing,Intention_to_act,Doing,Behavioral,"psychological distance questionnaire,intention to mitigate questionnaire",None,None,N/A,(1) Frames that reduce psychological distance are best for increasing public engagement
https://doi.org/10.1177/1075547008329201,Science Communication,“Fear Won't Do It”: Promoting Positive Engagement With Climate Change Through Visual and Iconic Representations,2009,O'Neill & Nicholson-Cole,Yes,30,Climate_Change,Climate,Environment,Images,Pictures,Image,None,Intention_to_act,Doing,Behavioral,q-methodology,Fear,Fear,Input,"(1) Fear is ineffective for motivating personal engagement
(2) Nonthreatening images and icons that link to everyday emotions and concerns are most engaging."
https://doi.org/10.1016/j.jenvp.2018.02.001,Journal of Environmental Psychology,Does reduced psychological distance increase climate engagement? On the limits of localizing Climate Change,2018,Schuldt et al.,Yes,491,Climate_Change,Climate,Environment,Visual_Maps,Pictures,Image,proximal/distal,Policy_support,supporting,Attitudinal,policy support questionnaire,None,None,N/A,(1) Reduced psychological distance does not translate into increased policy support
https://doi.org/10.1111/risa.12140,Risk Analysis,The role of emotion in global warming policy support and opposition,2013,Smith & Leiserowitz,Yes,1001,Climate_Change,Climate,Environment,Natural_Variables,Natural_Variables,Other,None,Policy_support,supporting,Attitudinal,"policy support questionnaire,emotion questionnaire","Fear,Sadness,Hope,Depression,Guilt,Disgust,Worry","Fear,Sadness,Joy,Sadness,Sadness,Anger,Fear",Input,"(1) Discrete emotions are stronger predictor of policy support than cultural worldview,negative affect,image asociaations or sociodemographic variable
(2) worry,interest and hope are strongly associated with policy support."
https://doi.org/10.1080/17524032.2014.987304,Environmental Communication A Journal of Nature and Culture,Portraying the perils to polar bears: The role of empathic and objective perspective-taking toward animals in Climate Change communication,2014,bloodhard & Swim,Yes,241,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,empathic/objective,Support_for_environmental_groups,supporting,Attitudinal,"emotions questionnaire,support for environmental groups","Worry,Compassion,Distress,Shame,Pride,Anger","Fear,Love,Fear,Sadness,Joy,Anger",Input,"(1) No benefit from taking objective instead of empathetic framing
(2) Portrayals of polar bears harmed motivate to donate money to environmental activist groups. Empathy and hope explain effects for environmentalists,empathy,hope,worry,personal guilt and boredom explain effects for non-environmentalists"
https://doi.org/10.1080/13669877.2016.1247378,Journal of Risk Research,Who is afraid of the Ebola outbreak? The influence of discrete emotions on risk perception,2016,Yang & Chu,Yes,300,Ebola,Disease,Health,News_Article,Articles,Text,high risk/low risk,"Perceived_risk,Intention_to_act","Judgment,Doing","Epistemic,Behavioral","risk perception questionnaire,emotion questionnaire,intention to mitigate questionnaire","Fear,Anxiety,Anger,Disgust,Sadness","Fear,Fear,Anger,Anger,Sadness",Input,"(1) fear,anget,anxiety,disgust and sadness are positively related to risk perception
(2) Fear inhibit effect of risk information on pariticipants' support for mitigation measures"
https://doi.org/10.1177/0093650211416646,Communication Research,Boomerang effects in science communication: How motivated reasoning and identity cues amplify opinion polarization about climate mitigation policies,2011,Hart & Nisbet,Yes,240,Climate_Change,Climate,Environment,News_Article,Articles,Text,None,Policy_support,supporting,Attitudinal,knowledge and belief questionnaire,None,None,N/A,"(1) Political partisanship conditions identification with potential victims
(2) Partisanship increase degree of political polarization and resulted in boomerang effect "
https://doi.org/10.1177/0093650202250881,Communication Research,"Exploring the framing effects of emotion do discrete emotions differentially influence information accessibility,information seeking,and policy preference?",2003,Nabi,Yes,166,None,None,None,Priming_Questions,Other_Text,Text,None,"Policy_support,Information_seeking","supporting,Doing","Attitudinal,Behavioral","information accessbility questionnaire,perceived knowledge questionnaire","Fear,Anger,Enthusiasm,Contentment","Fear,Anger,Joy,Joy",Input,"(1) Fear and anger can differentially affect information accessibility,information seeking,and policy preference"
https://doi.org/10.1515/commun-2013-0011,Communications,Dealing with feelings: Positive and negative discrete emotions as mediators of news framing effects,2013,Lecheler et al.,Yes,161,None,None,None,News_Article,Articles,Text,positive/negative,"Perceived_economic_benefit,Policy_support","Judgment,supporting","Epistemic,Attitudinal","emotions questionnaire,support questionnaire","Fear,Anger,Enthusiasm,Contentment","Fear,Anger,Joy,Joy",Input,"(1) anger and enthusiasm mediate framing effects,contentment and fear do not"
https://doi.org/10.1177/1075547015619173,Science Communication,The effects of emotional appeals and gain versus loss framing in communicating sea star wasting disease,2015,Lu,Yes,555,Climate_Change,Climate,Environment,News_Article,Articles,Text,"gain/loss,sadness/hope",Intention_to_act,Doing,Behavioral,"emotions questionnaire,behavioral intention questionnaire","Sadness,Hope","Sadness,Joy",Input,"(1) Sadness appeal is effective to promote information seeking and policty support hope is ineffective in this context
(2) sadness is more effective with gain framing hope have great impact with loss framing"
https://doi.org/10.1007/s10584-015-1443-x,Climate Change,Exploring the role of incidental emotions in support for Climate Change policy,2015,Lu & Schuldt,Yes,719,Climate_Change,Climate,Environment,News_Article,Articles,Text,"proximal/distal,emotional prime","Intention_to_act,Policy_support","Doing,supporting","Behavioral,Attitudinal","support questionnaire,behavioral intention questionnaire","Anger,Guilt","Anger,Sadness",Input,"(1) guilt increase support for policies
"
https://doi.org/10.1111/0272-4332.215164,Risk Analysis,Role of negative emotion in communication about CO2 risks,2001,Meijnders et al.,Yes,162,Climate_Change,Climate,Environment,Video,Video_and_TV,Image,None,Perceived_persuasiveness,Belief,Epistemic,"risk perception,intention questionnaire",Fear,Fear,Input,(1) fear affect processing of information and resulted in favorable attitude toward energy conservation
https://doi.org/10.1016/j.gloenvcha.2010.07.002,Global Environmental Change,Framing and communicating Climate Change: The effects of distance and outcome frame manipulations,2010,Spence & Nick,Yes,161,Climate_Change,Climate,Environment,"General_Text,Visual_Maps,Picture","General_Text,Pictures,Picture","Text,Image,Image","gain/loss,local/distant",Perceived_severity,Judgment,Epistemic,"attention questionnaire,perceived severity questionnaire ",Fear,Fear,Input,"(1) gain frames increase perceived severity
(2) better effect of gain frame partially suppressed by lower fear response and poorer information recall "
https://doi.org/10.1016/j.gloenvcha.2014.12.006,Global Environmental Change,"Framing,partisan predispositions,and public opinion on Climate Change",2015,Wiest et al.,Yes,198,Climate_Change,Climate,Environment,Video,Video_and_TV,Image,"loss/benefit,local/global","Perceived_severity,Intention_to_act,Attitude_change","Judgment,Doing,Liking","Epistemic,Behavioral,Attitudinal","behavioral intention questionnaire,perceived benefit questionnaire",None,None,N/A,"(1) local framing increase perception of severity and support for policy
(2) benefit framing weakens perceptions of severity and support for policy action"
https://doi.org/10.1006/jesp.1994.1009,Journal of Experimental Social Psychology,Negative emotion and message processing,1994,Baron et al.,Yes,94,None,None,None,Tape_Recording,Other_Sound,Sound,low fear/high fear,Recollection,Thinking,Epistemic,"perceived message quality,memory",Fear,Fear,Input,(1) fear leads to more careful information processing
https://doi.org/10.1371/journal.pone.0114335,PLOS ONE,The effect of framing and normative messages in building support for climate policies,2014,Hurlstone et al.,Yes,120,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,foregone gain/loss,Policy_support,supporting,Attitudinal,policy support questionnaire,None,None,N/A,(1) gain-frame effective for policy support
https://doi.org/10.1007/s10584-006-9059-9,Climate Change,"Climate Change risk perception and policy preferences: the role of affect,imagery,and values",2005,Leiserowitz,Yes,673,Climate_Change,Climate,Environment,Images,Pictures,Image,None,"Perceived_risk,Policy_support","Judgment,supporting","Epistemic,Attitudinal","risk perception questionnaire,policy support questionnaire,emotion questionnaire",None,None,N/A,"(1) risk perception and policy support is influenced by affect,imagery,and values"
https://doi.org/10.1177/1075547020987555,Science Communication,"Fish Tales: How Narrative Modality,Emotion,and Transportation Influence Support for Sustainable Aquaculture",2021,Rickard et al.,Yes,2225,Climate_Change,Climate,Environment,"Video,General_Text","Video,General_Text","Image,Text",None,"Perceived_risk,Policy_support","Judgment,supporting","Epistemic,Attitudinal","risk perception,emotion questionnaire,transportation questionnaire,support",None,None,N/A,"(1) Text is more transporting than video
(2) transporting lead to lower risk perception and high support"
https://doi.org/10.1177/1075547020960465,Science Communication,"Stars—They’re Sick Like Us! The Effects of a Celebrity Exemplar on COVID-19-Related Risk Cognitions,Emotions,and Preventative Behavioral Intentions",2020,Cohen ,Yes,213,COVID,Disease,Health,Vignette,Other_Text,Text,None,"Perceived_severity,Intention_to_act","Judgment,Doing","Epistemic,Behavioral","perceived severity,behavioral intention questionnaire",None,None,N/A,(1) Celebrity examples increase anxiety and increase engagement in preventive behavior
https://doi.org/10.1177/1075547014549480,Science Communication,Communicating Food Safety via the Social Media: The Role of Knowledge and Emotions on Risk Perception and Prevention,2014,Mou & Lin,Yes,1360,Food,Consumables,Health,Natural_Variables,Natural_Variables,Other,None,Perceived_risk,Judgment,Epistemic,risk perception questionnaire,"Anger,Sadness,Fear,Anxiety,Resentment","Anger,Sadness,Fear,Fear,Anger",Input,(1) Emotional response is predictor of safety risk perception and preventive action compared to factual awareness
https://doi.org/10.1177/1075547014547159,Science Communication,Do PSAs Take a Bite Out of Shark Week? The Effects of Juxtaposing Environmental Messages With Violent Images of Shark Attacks,2014,Myrick & Evans,Yes,531,Climate_Change,Climate,Environment,Video,Video_and_TV,Image,None,"Perceived_severity,Intention_to_act","Judgment,Doing","Epistemic,Behavioral","perceived threat,intention to seek information,",Fear,Fear,Input,(1) public service announcements increase fear and perceived threat and affect support for policy and information seeking. 
https://doi.org/10.1177/1075547020959818,Science Communication,A Metacognitive Approach to Reconsidering Risk Perceptions and Uncertainty: Understand Information Seeking During COVID-19,2020,Huang & Yang,Yes,381,COVID,Disease,Health,Natural_Variables,Natural_Variables,Other,None,Information_seeking,Doing,Behavioral,"risk perception questionnaire,information-seeking questionnaire","Fear,Anxiety,Worry,Hope","Fear,Fear,Fear,Joy",Input,"(1) risk perception and uncertainty predict information seeking
(1) hope effect depend on interaction between uncertainty and risk perception"
https://doi.org/10.1177/1075547018760902,Science Communication,Images That Engage People With Sustainable Urban Water Management,2018,Schultz,Yes,23,Climate_Change,Climate,Environment,Images,Pictures,Image,None,Affective_response,Feeling,Affective,Image-sorting Q-method,Unspecified,None,Output,"(1) images of ocean ilicit positive emotions,stormwater evoked negative emotions,"
https://doi.org/10.1177/1075547019894342,Science Communication,Scared Yet Compassionate? Exploring the Order Effects of Threat Versus Suffering Messages on Attitude Toward Scary Victims,2020,Lu et al.,Yes,1506,Wildlife,Animals,Environment,"Picture,General_Text","Picture,General_Text","Image,Text",threat/suffering,Attitude_change,Liking,Attitudinal,"emotion,attitude towards bat questionnaire","Compassion,Fear","Love,Fear",Input,"(1) compassion,not fear,mediate effects of threat and suffering messages"
https://doi.org/10.1177/1075547019860847,Science Communication,A Social Identity Approach to Engaging Christians in the Issue of Climate Change,2019,Goldberg et al,Yes,620,Climate_Change,Climate,Environment,General_Text,Other_Text,Text,moral/religious/health/economic,Motivation,Doing,Behavioral,risk perception questionnaire,None,None,N/A,(1) framing environmental protection as a moral and religious issue is effective 
https://doi.org/10.1177/1075547020927017,Science Communication,The Effects of Establishing Intimacy and Consubstantiality on Group Discussions About Climate Change Solutions,2020,Bloomfield et al.,Yes,329,Climate_Change,Climate,Environment,General_Article,Articles,Text,None,Engagement,Doing,Behavioral,"open-ended question,group questionnaire",None,None,N/A,(1) intimate groups more likely to exhibit commonality
https://doi.org/10.1038/s41598-022-06316-2,Scientific Reports,Communicate hope to motivate the public during the COVID-19 pandemic,2022,Petersen et al.,Yes,3022,General_Health,Other_Health,Health,"General_Text_and_Visual_Aid,General_Text_and_Visual_Aid","Other_Text,Other_Text","Text,Text",hope/fear,Motivation,Doing,Behavioral,Questionnaire,"Hope,Fear","Joy,Fear",Input,(1) hope oriented visual communication motivates public action more than fear-oriented communication